Report Month,Continent,Country,Country Code,Language Name,Language Code,Is Sign Language,Is ISO Recognized,First Language Population,First Language Population Group,Language EGIDS,EGIDS Group,EGIDS Has Data Support,All Access Population,All Access Status,All Access Chapter Goal,Eligible For ETEN Funding,All Access Chapters To Goal,Top 100 Progress,Top 100 Revision Status,Completed Scripture,Latest Publication Year,Text Chapters Completed,Audio Chapters Completed,Video Chapters Completed,Unknown Mode Chapters Completed,Translation Status,Is Remaining Translation Need,Expressed Need,Expressed Need Sensitivity,Active Translation,Active Language Development,Active Scripture Engagement,Active Intent,Active OBT,Engagement Maximum Sensitivity,Engagement Minimum Sensitivity,Access Through 2nd Language,2nd Language Scripture Level,Is Protected Country,IllumiNations Region,ETENRegion
2025-08,Africa,Zambia,ZM,Mbowe [mxo] ,mxo,No,Yes,460,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation in Progress,25,Yes,24,,,Selections,,0,24,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Zambia,ZM,Nkoya [nka],nka,No,Yes,36200,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2020,1189,1189,0,260,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,LuminAfrica,Africa
2025-08,Africa,Zambia,ZM,Nsenga [nse],nse,No,Yes,627100,500K - 9.99M,5,Developing,Yes,"500,000 and greater",Translation in Progress,1189,Yes,801,,,New Testament,2021,801,260,0,260,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Zambia,ZM,Nyamwanga [mwn],mwn,No,Yes,281000,100K - 499K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,1982,1189,24,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Zambia,ZM,Sala [shq] ,shq,No,Yes,23500,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,146,,,Selections,,49,0,0,146,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Zambia,ZM,Simaa [sie],sie,No,Yes,19700,10K - 99.9K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,101,,,Stories,2016,100,1,0,0,Work In Progress,No,,,Yes,No,Yes,No,Yes,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Zambia,ZM,Soli [sby],sby,No,Yes,34100,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2018,471,260,0,731,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Zambia,ZM,Tonga [toi],toi,No,Yes,1484000,500K - 9.99M,4,Institutional,Yes,"500,000 and greater",Goal Met in the language,1189,No,1189,,,Bible,2021,1189,1189,0,138,Work In Progress,No,,,Yes,No,Yes,No,No,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Zambia,ZM,Totela [ttl] ,ttl,No,Yes,1120,1000 - 4999,6b,In_Trouble,No,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,,90,90,0,66,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Zambia,ZM,Zambian Sign Language [zsl],zsl,Yes,Yes,14400,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,49,,,Selections,2025,0,0,49,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Zimbabwe,ZW,Dombe [dov],dov,No,Yes,,,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Zimbabwe,ZW,Kalanga [kck],kck,No,Yes,441000,100K - 499K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2018,1189,1189,0,260,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Zimbabwe,ZW,Kunda [kdn],kdn,No,Yes,162760,100K - 499K,6a,Vigorous,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2022,1189,260,0,533,Work In Progress,No,,,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Zimbabwe,ZW,Manyika [mxc] ,mxc,No,Yes,678000,500K - 9.99M,5,Developing,No,"500,000 and greater",Translation in Progress,1189,Yes,260,,,New Testament,1908,260,24,0,68,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Zimbabwe,ZW,Nambya [nmq],nmq,No,Yes,105000,100K - 499K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,1993,260,0,0,260,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Zimbabwe,ZW,Ndebele [nde],nde,No,Yes,2011120,500K - 9.99M,3,Institutional,Yes,"500,000 and greater",Goal Met in the language,1189,No,1189,,,Bible,2023,1189,1189,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,LuminAfrica,Africa
2025-08,Africa,Zimbabwe,ZW,Shona [sna],sna,No,Yes,9620710,500K - 9.99M,3,Institutional,Yes,Top 100,Goal Met in the language,3567,No,3567,Two Bibles,Revision Complete,Bible,2007,1189,1189,0,260,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Africa,Zimbabwe,ZW,Zimbabwe Sign Language [zib],zib,Yes,Yes,73000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,50,,,Selections,,0,0,50,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,LuminAfrica,Africa
2025-08,Americas,Anguilla,AI,Sign Language in Anguilla [AI33],AI33,Yes,No,100,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Antigua and Barbuda,AG,Leeward Caribbean English Creole [aig],aig,No,Yes,211400,100K - 499K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,Stories,2006,0,0,0,0,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Antigua and Barbuda,AG,Sign Language in Antigua and Barbuda [AG52],AG52,Yes,No,100,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Argentina,AR,Argentine Sign Language [aed],aed,Yes,Yes,60000,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,226,,,Selections,2024,0,0,226,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Argentina,AR,Bermejo Wichí [wlv],wlv,No,Yes,31500,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,1962,295,0,0,0,Work In Progress,No,,,Yes,Yes,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Argentina,AR,"Chorote, Iyo'wujwa [crq]",crq,No,Yes,1870,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2015,260,260,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Argentina,AR,"Chorote, Iyojwa'ja [crt]",crt,No,Yes,800,1 - 999,6b,In_Trouble,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,1997,260,260,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Argentina,AR,Mocoví [moc],moc,No,Yes,2780,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,,0,0,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Argentina,AR,Pilagá [plg],plg,No,Yes,3490,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,1993,260,117,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Argentina,AR,Pilcomayo Wichí [mzh],mzh,No,Yes,26500,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2002,1189,260,0,0,Work In Progress,No,,,No,Yes,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Argentina,AR,"Quichua, Santiago del Estero [qus]",qus,No,Yes,60000,10K - 99.9K,6a,Vigorous,No,"5,000 to 499,999",Translation in Progress,260,Yes,25,,,Selections,1990,0,0,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Argentina,AR,Toba [tob],tob,No,Yes,31580,10K - 99.9K,6b,In_Trouble,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2013,1189,1189,0,0,Recent Scripture,No,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Aruba,AW,Sign Language in Aruba [AW64],AW64,Yes,No,100,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Bahamas,BS,Bahamas English Creole [bah],bah,No,Yes,408000,100K - 499K,6a,Vigorous,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,,,0,0,0,0,Work In Progress,No,,Unrestricted,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Barbados,BB,Bajan [bjs],bjs,No,Yes,253000,100K - 499K,6b,In_Trouble,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,0,,,,,0,0,0,0,Work In Progress,No,,Unrestricted,Yes,No,No,No,Yes,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Barbados,BB,Barbados Sign Language [BB43],BB43,Yes,No,290,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Belize,BZ,Belize English Creole [bzj],bzj,No,Yes,170000,100K - 499K,3,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2012,278,260,0,45,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Belize,BZ,"Maya, Mopán [mop]",mop,No,Yes,12610,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2012,260,260,0,0,Expressed Need,No,More Scripture,Restricted,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Belize,BZ,Sign Language in some parts of Belize (existence uncertain) [BZ55],BZ55,Yes,No,50,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Araona [aro],aro,No,Yes,110,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,1984,64,0,0,0,Limited or Old Scripture,No,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,"Aymara, Central [ayr]",ayr,No,Yes,1464100,500K - 9.99M,5,Developing,Yes,"500,000 and greater",Goal Met in the language,1189,No,1189,,,Bible,2013,1189,1189,0,0,Work In Progress,No,,,No,Yes,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Baure [brg],brg,No,Yes,67,1 - 999,8a,Dying,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,1966,45,0,0,0,Low Language Vitality,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Bolivian Sign Language [bvl],bvl,Yes,Yes,22600,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Translation in Progress,260,Yes,25,,,Selections,2024,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Cavineña [cav],cav,No,Yes,600,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2012,260,0,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Chipaya [cap],cap,No,Yes,1800,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2009,260,260,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Chiquitano [cax],cax,No,Yes,4670,1000 - 4999,8a,Dying,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2012,260,260,0,0,Low Language Vitality,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Chácobo [cao],cao,No,Yes,1400,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2010,260,0,0,260,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Ese Ejja [ese],ese,No,Yes,2280,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2012,260,260,0,0,Work In Progress,No,,,No,Yes,No,No,No,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,"Guaraní, Eastern Bolivian [gui]",gui,No,Yes,69530,10K - 99.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2001,1189,1189,0,0,Recent Scripture,No,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,"Guaraní, Western Bolivian [gnw]",gnw,No,Yes,7000,5K - 9.9K,6a,Vigorous,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2012,998,888,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Guarayu [gyr],gyr,No,Yes,8430,5K - 9.9K,5,Developing,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2011,260,260,0,0,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Ignaciano [ign],ign,No,Yes,1080,1000 - 4999,7,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2012,260,260,0,0,Low Language Vitality,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,"Quechua, North Bolivian [qul]",qul,No,Yes,116000,100K - 499K,2,Institutional,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,2006,260,260,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,"Quechua, South Bolivian [quh]",quh,No,Yes,1616120,500K - 9.99M,5,Developing,No,"500,000 and greater",Goal Met in the language,1189,No,1189,,,Bible,2015,1189,1189,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Sirionó [srq],srq,No,Yes,190,1 - 999,7,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2013,260,0,0,0,Low Language Vitality,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Tacana [tna],tna,No,Yes,1150,1000 - 4999,7,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2015,260,260,0,0,Low Language Vitality,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Trinitario [trn],trn,No,Yes,3140,1000 - 4999,7,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2002,389,260,0,0,Low Language Vitality,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Tsimané [cas],cas,No,Yes,7300,5K - 9.9K,6b,In_Trouble,Yes,"5,000 to 499,999",Goal Met in the language,260,No,260,,,New Testament,1997,975,318,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Weenhayek [mtp],mtp,No,Yes,1930,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2006,260,260,0,0,Recent Scripture,No,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Bolivia,BO,Yuracare [yuz],yuz,No,Yes,1810,1000 - 4999,7,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2000,305,45,0,0,Low Language Vitality,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Aikanã [tba] ,tba,No,Yes,150,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met - Scripture accessed via second language,25,No,25,,,Stories,2016,1189,1189,0,1189,Recent Scripture,No,,,No,No,No,No,No,,null,Portuguese [por],Bible,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Amundava [adw] ,adw,No,Yes,83,1 - 999,6b,In_Trouble,No,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Restricted,Restricted,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Apalaí [apy],apy,No,Yes,650,1 - 999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,Bible,2017,1189,1189,0,260,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Apinagé [apn],apn,No,Yes,1500,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2010,570,0,0,260,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Apurinã [apu],apu,No,Yes,2000,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2004,260,0,0,260,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Araweté [awt] ,awt,No,Yes,340,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,,,57,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Restricted,Restricted,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Asurini of Xingú [asn] ,asn,No,Yes,120,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,,,64,0,0,28,Work In Progress,No,,,Yes,No,No,No,No,Restricted,Restricted,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Awetí [awe] ,awe,No,Yes,170,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Bakairí [bkq],bkq,No,Yes,950,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2011,260,260,0,260,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Borôro [bor],bor,No,Yes,3002,1000 - 4999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2019,313,260,0,0,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Brazilian Sign Language [bzs],bzs,Yes,Yes,630000,500K - 9.99M,5,Developing,Yes,"500,000 and greater",Translation in Progress,1189,Yes,13,,,Selections,2025,0,0,3,10,Work In Progress,No,,,Yes,No,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Canela [ram],ram,No,Yes,2500,1000 - 4999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,1990,977,185,0,0,Limited or Old Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Cena [BR94],BR94,Yes,No,36,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,13,,,,,0,0,3,10,Work In Progress,No,,,No,No,Yes,No,No,Unrestricted,Unrestricted,Brazilian Sign Language [bzs],Selections,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Cinta Larga [cin] ,cin,No,Yes,650,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation in Progress,25,Yes,4,,,,,0,4,0,0,Work In Progress,No,,,Yes,No,No,No,Yes,Restricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Dení [dny] ,dny,No,Yes,740,1 - 999,5,Developing,No,"1 to 4,999",Translation in Progress,25,Yes,6,,,Selections,2017,6,6,0,6,Work In Progress,No,,,Yes,No,No,No,No,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Desano [des],des,No,Yes,3160,1000 - 4999,6b,In_Trouble,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2011,260,260,0,0,Work In Progress,No,,,No,Yes,No,No,No,Unrestricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Dâw [kwa] ,kwa,No,Yes,120,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,2,,,,,0,0,0,2,Work In Progress,No,,Unrestricted,Yes,No,No,No,Yes,Restricted,Restricted,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Enawené-Nawé [unk] ,unk,No,Yes,450,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Gavião do Jiparaná [gvo] ,gvo,No,Yes,1120,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,2015,93,6,0,66,Work In Progress,No,,,Yes,No,No,No,No,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Guajajára [gub],gub,No,Yes,14000,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2007,1189,1189,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Guajá [gvj] ,gvj,No,Yes,280,1 - 999,6a,Vigorous,No,"1 to 4,999",Goal Met in the language,25,No,25,,,Selections,2019,139,0,0,0,Work In Progress,No,,,Yes,No,Yes,No,No,Restricted,Restricted,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,"Guaraní, Mbyá [gun]",gun,No,Yes,19910,10K - 99.9K,5,Developing,No,"5,000 to 499,999",Goal Met in the language,260,No,260,,,Bible,2004,1189,0,0,35,Work In Progress,No,,,Yes,No,No,No,No,Restricted,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Himarimã [hir] ,hir,No,Yes,40,1 - 999,6a,Vigorous,Yes,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Hixkaryána [hix],hix,No,Yes,1200,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2010,266,266,0,6,Work In Progress,No,,,Yes,No,No,No,No,Confidential,Restricted,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Hupdë [jup] ,jup,No,Yes,1740,1000 - 4999,6a,Vigorous,Yes,"1 to 4,999",Translation in Progress,25,Yes,0,,,,,0,0,0,0,Work In Progress,No,,,Yes,Yes,No,No,No,Confidential,Unrestricted,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Ikpeng [txi],txi,No,Yes,340,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Expressed Need,Yes,Initial Translation,Confidential,No,No,No,Yes,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Jabutí [jbt] ,jbt,No,Yes,40,1 - 999,6b,In_Trouble,Yes,"1 to 4,999",Goal Met - Scripture accessed via second language,25,No,25,,,,,1189,1189,0,1189,Recent Scripture,No,,,No,No,No,No,No,,null,Portuguese [por],Bible,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Jamamadí [jaa],jaa,No,Yes,780,1 - 999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2020,586,322,0,260,Work In Progress,No,,,Yes,No,No,No,Yes,Restricted,Restricted,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Jurúna [jur] ,jur,No,Yes,280,1 - 999,6a,Vigorous,No,"1 to 4,999",Translation Not Started,25,Yes,0,,,,,0,0,0,0,Potential Need,Yes,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Kaapor [urb],urb,No,Yes,800,1 - 999,5,Developing,No,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2012,260,260,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
2025-08,Americas,Brazil,BR,Kadiwéu [kbc],kbc,No,Yes,1590,1000 - 4999,5,Developing,Yes,"1 to 4,999",Goal Met in the language,25,No,25,,,New Testament,2012,260,260,0,0,Recent Scripture,No,,,No,No,No,No,No,,null,,,No,null,Americas/Pacific
